dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,expr,expr_simplified,seconds,error,rows
609_fri_c0_1000_5,ok,5,NoRef,0.5541211076485189,0.6786726629309151,69,71,69,((((-0.457 + (-0.00292 * cos((0.0655 + (-0.057300000000000004 * (-0.026199140277906246 + (1.011143035371021 * x_2))))))) - ((5.59 + (7.16 * (-0.03328608761079923 + (0.9930031921598278 * x_0)))) * (-0.082 + (0.045000000000000005 * cos(((-0.009949999999999999 + (84.60000000000001 * (0.15003226178161752 + (1.0307127080102405 * x_3)))) + (0.521 + (0.767 * (0.15003226178161752 + (1.0307127080102405 * x_3)))))))))) - (((-0.47900000000000004 * (0.18580190968182023 + (0.9780250034598157 * x_4))) * (0.023700000000000002 + (0.07350000000000001 * abs((-0.301 + (11.700000000000001 * (-0.026199140277906246 + (1.011143035371021 * x_2)))))))) + ((0.00106 + (-0.42000000000000004 * (-0.056662208270947687 + (1.0093749014959992 * x_1)))) - (-0.0188 + (0.634 * (0.15003226178161752 + (1.0307127080102405 * x_3))))))) + (0.05 + (0.556 * cos((40.1 + (-1.11 * ((0.00299 + (1.08 * (-0.026199140277906246 + (1.011143035371021 * x_2)))))**2)))))),0.4239374586283197*x_1 + 0.65347185687849248*x_3 - (7.109902855864367*x_0 + 5.351671612706677)*(0.045000000000000005*cos(87.988851744710211*x_3 + 13.318854091511344) - 0.082) + (0.46847397665725176*x_4 + 0.088999114737591898)*(0.07350000000000001*Abs(11.830373513840947*x_2 - 0.60752994125150309) + 0.023700000000000002) - 0.00292*cos(0.057938495926759507*x_2 - 0.067001210737924031) + 0.556*cos(1.11*(1.092034478200703*x_2 - 0.025305071500138748)**2 - 40.1) - 0.35553767350425254,5.207995891571045,,200
611_fri_c3_100_5,ok,5,NoRef,0.818070986467966,0.4243933563875583,41,41,41,((0.030000000000000002 + (0.01 * (-5.485044449520766e-09 + (1.0050378211517923 * x_1)))) * ((-0.01 + (9.9 * (2.2651548670983395e-09 + (1.0050378215807587 * x_3)))) + ((-0.01 + (40.0 * sin(((-0.3 + (-1.8 * (-5.485044449520766e-09 + (1.0050378211517923 * x_1)))) + (0.1 + (-1.2 * (3.3696518741937506e-10 + (1.0050378176809236 * x_0)))))))) + (-9.0 + (9.0 * cos(((0.9 + (5.0 * (3.3696518741937506e-10 + (1.0050378176809236 * x_0)))) + ((0.9 + (-2.0 * (-1.4882628954172861e-09 + (1.0050378087527534 * x_4)))) + (0.01 + (0.1 * (7.488115246346441e-11 + (1.0050378153667796 * x_2)))))))))))),(0.010050378211517923*x_1 + 0.029999999945149558)*(9.9498744336495115*x_3 - 40.0*sin(1.2060453812171083*x_0 + 1.8090680780732262*x_1 + 0.1999999905312782) + 9.0*cos(5.025189088404618*x_0 + 0.10050378153667797*x_2 - 2.0100756175055068*x_4 + 1.8100000046688399) - 9.0199999775749666),5.31594705581665,,100
612_fri_c1_1000_5,ok,5,NoRef,0.29784781949280015,0.8143706350542128,36,36,36,((0.001 + (0.4 * (-0.0455437593761508 + (0.9567051152908453 * x_3)))) + ((0.001 + (1.4000000000000001 * sin(((-0.2 + (-0.15 * (0.05379249346486988 + (0.9813329069621656 * x_1)))) * (-4.0 + (9.9 * (0.05379249346486988 + (0.9813329069621656 * x_1)))))))) + ((0.002 + (-0.004 * (0.02499164981509785 + (0.963922001685239 * x_2)))) * ((0.6 + (80.0 * (-0.1259509009120862 + (1.0224742268874492 * x_4)))) + (-0.01 + (-80.0 * (0.058764461739031826 + (0.9941862663105345 * x_0)))))))),0.3826820461163381*x_3 + (0.00385568800674096*x_2 - 0.001900033400739609)*(79.53490130484276*x_0 - 81.797938150995936*x_4 + 14.187229012089442) - 1.4000000000000001*sin((0.1471999360443248*x_1 + 0.2080688740197305)*(9.71519577892544*x_1 - 3.467454314697788)) - 0.0162175037504603,6.2275636196136475,,200
613_fri_c3_250_5,ok,5,BFGS,0.017274438682501114,0.9716973298264657,129,87,129,(((0.004813995558878245 + ((-0.00868585356348407 + (0.00615154948082662 * arctan((2.0992908942509003 + (3.984441739876676 * (-0.00583196890049992 + (0.9920083120873421 * x_0))))))))**2) - (0.004886004445638746 + (-2.9220376323255776e-05 * (-0.028948889952718215 + (1.0093385016897576 * x_1))))) * ((((abs((((0.050976050063789614 + (17.72380093601967 * (-0.011035865820133607 + (1.0097221415593123 * x_2)))) - (-0.060706050109041114 + (-23.40417512230964 * inv((0.16730911951650274 + (-1.1916417039094833 * inv(((0.6220856071025039 + (0.26075429271220774 * (0.011376775246438027 + (0.9978400925361779 * x_3)))) + (-0.06511439308610528 + (1.350103714181255 * (-0.028948889952718215 + (1.0093385016897576 * x_1)))))))))))) - (0.8852939499306481 + (0.047031074015193894 * inv((-0.0014570240267552511 + (8.789956056424245 * arctan((-0.031111147435358564 + (-0.6065788007489037 * (-0.0023800517403783196 + (1.0247486200671985 * x_4)))))))))))) * (4.41938736388721 + (0.4986207997053926 * (-0.00583196890049992 + (0.9920083120873421 * x_0))))) + (-0.0772858071517939 + (70.82932999917637 * (-0.028948889952718215 + (1.0093385016897576 * x_1))))) - (0.0216858071245386 + (-45.37928597459218 * sin((7.39781440435172 + (-74.4386210730051 * (-0.00583196890049992 + (0.9920083120873421 * x_0)))))))) * (3.8502691592971527 + (0.5713579494954739 * (-0.011035865820133607 + (1.0097221415593123 * x_2)))))),(0.57691277236150731*x_2 + 3.843963729631254)*(2.9493250856925853e-5*x_1 + (0.00615154948082662*atan(3.952599324985414*x_0 + 2.0760537539380857) - 0.00868585356348407)**2 - 7.2854784219059941e-5)*(71.490769817058077*x_1 + (0.4946359778873872*x_0 + 4.416479422890185)*Abs((0.010722806827239687*x_1 + 0.0020473727877096203*x_3 + (17.896114237688725*x_2 - 0.96920933871048888)*(8.789956056424245*atan(0.62159078902945522*x_4 + 0.029667458504959542) + 0.0014570240267552511)*(0.22799408798905101*x_1 + 0.043532341767236583*x_3 - 1.104498121072666) + (8.789956056424245*atan(0.62159078902945522*x_4 + 0.029667458504959542) + 0.0014570240267552511)*(31.893142331794403*x_1 + 6.0895577787327063*x_3 + 12.190152451894284) - 0.05194573288181114)/((8.789956056424245*atan(0.62159078902945522*x_4 + 0.029667458504959542) + 0.0014570240267552511)*(0.22799408798905101*x_1 + 0.043532341767236583*x_3 - 1.104498121072666))) - 45.37928597459218*sin(73.84373084474104*x_0 - 7.83193812744558) - 2.1494020938472522),9.873759269714355,,200
615_fri_c4_250_10,ok,10,NoRef,0.10178180142106008,0.9369414969003929,78,78,78,(((((0.030508266623949246 + (1.0184149844080637 * x_3)) + (-0.154 + (-0.68 * (0.030981082827633125 + (1.0037440958902806 * x_2))))) * (0.378 + (0.00581 * (0.05515174324685588 + (0.9881054953181548 * x_8))))) + (-0.06770000000000001 + (0.763 * cos((((((0.8510000000000001 * abs((1.49 + (-0.0756 * (0.05515174324685588 + (0.9881054953181548 * x_8)))))) - (-3.0300000000000002 + (-0.00618 * (0.008561553372822423 + (1.001972468388772 * x_1))))) + ((0.0069 + (0.056900000000000006 * inv(((34.2 + (6.8100000000000005 * (0.05515174324685588 + (0.9881054953181548 * x_8)))) + (0.0216 + (-9.53 * (-0.01918538936707431 + (0.9784295203960635 * x_9)))))))) - (((0.081 * (-0.027894848970115443 + (0.9944293071811292 * x_5))) + (-50.0 + (-0.23800000000000002 * (-0.01918538936707431 + (0.9784295203960635 * x_9))))) + (7.55 + (-0.00963 * (-0.004420436494283208 + (0.9982358793105901 * x_6))))))) - (0.00244 + (0.008029999999999999 * (-0.004420436494283208 + (0.9982358793105901 * x_6))))) + (((51.4 + (-2.1 * (0.008561553372822423 + (1.001972468388772 * x_1)))) + (-82.3 + (-0.07160000000000001 * (-0.04174225894742663 + (1.009234310176972 * x_7))))) - (54.0 + (0.801 * (0.018442320333777653 + (1.0043892364385394 * x_0)))))))))) + (-0.030000000000000002 + (-0.732 * cos((-0.00603 + (-3.6 * (0.016849843417703382 + (1.0050181313033926 * x_4)))))))),(0.005740892927798479*x_8 + 0.3783204316282642)*(-0.68254598520539086*x_2 + 1.0184149844080637*x_3 - 0.14455886969884128) - 0.732*cos(3.6180652726922134*x_4 + 0.066689436303732177) + 0.763*cos(0.8045157783872701*x_0 + 2.097949993761779*x_1 + 0.08054877388167147*x_5 - 0.001597177406896945*x_6 + 0.07226117660867121*x_7 - 0.23286622585426313*x_9 - 0.8510000000000001*Abs(0.0747007754460525*x_8 - 1.485830528210538) + 39.447563617130977 - 0.056900000000000006/(6.7289984231166346*x_8 - 9.324433329374485*x_9 + 34.78002013217931)) - 0.097700000000000012,7.830771446228027,,200
617_fri_c3_500_5,ok,5,NoRef,0.11176946659382037,0.8990697831254972,43,43,43,((((sin((-2.5300000000000002 * (0.06884697124093933 + (1.0266038989481894 * x_1)))) + (0.0801 + (0.334 * (0.03177150349695045 + (1.0457474271073812 * x_3))))) * (0.921 + (0.00061 * (0.06189277847607138 + (1.0463141535655052 * x_0))))) - (-0.0028899999999999998 + (0.546 * (0.06583752182489036 + (1.0614816774443865 * x_2))))) + ((0.674 + (0.0427 * (0.03177150349695045 + (1.0457474271073812 * x_3)))) * (0.00769 + (-0.8580000000000001 * sin((61.4 + (-4.1 * (0.07378384716018162 + (1.066710481333945 * x_4))))))))),-0.57956899588463507*x_2 + (0.00063825163367495814*x_0 + 0.9210377545948704)*(0.34927964065386534*x_3 - sin(2.5973078643389194*x_1 + 0.17418283723957652) + 0.09071168216798146) + (0.044653415137485179*x_3 + 0.6753566431993198)*(0.8580000000000001*sin(4.373512973469174*x_4 - 61.09748622664325) + 0.00769) - 0.03305728691639014,5.353440284729004,,200
621_fri_c0_100_10,ok,10,NoRef,0.45437568347113666,0.7349612674143639,50,50,50,(((0.5 * (2.316635645158825e-09 + (1.005037811384345 * x_3))) + (-0.1 + (0.5 * (3.369651839070239e-09 + (1.0050378086193497 * x_0))))) + ((0.1 + (0.4 * (1.4976230557380417e-10 + (1.0050378197078866 * x_1)))) + (((0.006 * (-5.503764690973492e-09 + (1.0050378132222737 * x_9))) * ((0.001 + (70.0 * (2.3868367447602294e-10 + (1.0050378172229721 * x_2)))) + (0.1 + (0.004 * (9.734549852333354e-10 + (1.0050378163751326 * x_8)))))) + (0.01 + (0.5 * sin(((0.02 + (0.9 * (3.5755750494243194e-09 + (1.0050378207899893 * x_7)))) + ((0.01 + (-0.9 * (5.607351256555068e-09 + (1.0050378092727088 * x_5)))) + ((0.006 + (0.9 * (8.330528184386568e-10 + (1.0050378147807428 * x_4)))) + (0.060000000000000005 + (0.08 * (-1.652504178821832e-09 + (1.005037812839098 * x_6))))))))))))),0.50251890430967485*x_0 + 0.40201512788315466*x_1 + 0.5025189056921725*x_3 + (0.0060302268793336423*x_9 - 3.302258814584095e-11)*(70.352647205608047*x_2 + 0.0040201512655005305*x_8 + 0.10100001671175104) + 0.5*sin(0.90453403330266854*x_4 - 0.90453402834543794*x_5 + 0.08040302502712784*x_6 + 0.90453403871099039*x_7 + 0.095999998788948622) + 0.010000002903048664,5.983747720718384,,100
623_fri_c4_1000_10,ok,10,NoRef,0.25231303813373984,0.7435646545124918,64,64,64,(((((65.7 + inv(((-25.5 + (-0.08800000000000001 * (0.13941561426198104 + (1.0104749796278643 * x_0)))) + ((((9.78 * (-0.11576764803778941 + (1.0044960092981252 * x_8))) - (-0.0328 + (-90.0 * (-0.05362121669788681 + (1.0618312288592786 * x_7))))) + (((0.055900000000000005 * (0.1293185428126426 + (1.1237869624512584 * x_4))) - (0.019200000000000002 + (0.0302 * (-0.05362121669788681 + (1.0618312288592786 * x_7))))) + (-0.65 + (-0.00735 * (-0.11576764803778941 + (1.0044960092981252 * x_8)))))) + ((8.27 + (-0.382 * (0.12525825913657282 + (0.980269270206672 * x_6)))) + (-0.053000000000000005 + (-2.49 * (0.02709331977686438 + (0.9998511943214848 * x_5))))))))) + ((-60.6 + (-0.0775 * (0.0736087982084613 + (0.9999677590618523 * x_9)))) * (90.8 + (-4.5600000000000005 * (0.14053229737994233 + (1.0823781329800635 * x_2)))))) * (-0.0093 + (-0.003909999999999999 * (0.13941561426198104 + (1.0104749796278643 * x_0))))) * (-0.011300000000000001 + (0.024700000000000003 * sin((0.884 + (-2.95 * (0.14278809094854045 + (1.0265951539192182 * x_1)))))))) - (-0.336 + (-0.35000000000000003 * (0.09947925414942209 + (1.0205751432371792 * x_3))))),0.35720130013301275*x_3 + (-0.0039509571703449484*x_0 - 0.009845115051764345)*(-0.024700000000000003*sin(3.0284557040616939*x_1 - 0.46277513170180565) - 0.011300000000000001)*((90.15917272394746 - 4.9356442863890901*x_2)*(-0.07749750132729355*x_9 - 60.6057046818612) + 65.7 + 1/(-0.088921798207252069*x_0 + 0.06281969120102535*x_4 - 2.489629473860497*x_5 - 0.374462861218949*x_6 + 95.532743294223524*x_7 + 9.8165879252673226*x_8 - 23.99539753640843)) + 0.37081773895229776,8.828744649887085,,200
624_fri_c0_100_5,ok,5,NoRef,0.6867180670112343,0.5569103259698313,26,26,26,(((0.5 * (1.6052646991142874e-09 + (1.005037818082082 * x_3))) + (-1.0 + (0.3 * (-1.9656302458928866e-09 + (1.0050378110182856 * x_4))))) + ((1.0 + (0.5 * (4.24014525147764e-09 + (1.0050378137630331 * x_0)))) + ((0.01 + (0.5 * (-2.059231685602471e-10 + (1.0050378118806327 * x_1)))) + (0.1 + (0.7000000000000001 * cos((-9.200000000000001 + (2.2 * (-1.8252280771675934e-09 + (1.0050378081626472 * x_2)))))))))),0.50251890688151655*x_0 + 0.50251890594031635*x_1 + 0.502518909041041*x_3 + 0.30151134330548567*x_4 + 0.7000000000000001*cos(2.211083177957824*x_2 - 9.2000000040155028) + 0.11000000223005427,3.666761636734009,,100
627_fri_c2_500_10,ok,10,NoRef,0.5720756496924454,0.6607627595231135,60,60,60,((-0.1 + (0.3 * (0.033341707614650384 + (0.9827162141673074 * x_3)))) + ((0.02 + (0.01 * (-0.013129577447021317 + (0.9990856847101941 * x_1)))) * ((0.1 + (70.0 * sin(((0.7000000000000001 + (-1.4000000000000001 * (-0.013129577447021317 + (0.9990856847101941 * x_1)))) + (0.01 + (-0.9 * (-0.03715904788242102 + (0.9873114643136044 * x_0)))))))) + ((0.6 + (7.0 * (0.03697216135961967 + (1.0049960573880736 * x_4)))) + ((0.6 + (-9.0 * (0.026683047888560293 + (0.9757203942515261 * x_2)))) + (6.0 + (-0.006 * inv(((0.060000000000000005 + (0.030000000000000002 * (0.089197355976 + (0.9914281091126119 * x_8)))) + ((0.060000000000000005 + (0.060000000000000005 * (-0.022952103075604885 + (0.9844216391496325 * x_5)))) + ((0.060000000000000005 + (0.060000000000000005 * (-0.05602650016378306 + (0.9823369513031974 * x_7)))) + ((0.060000000000000005 + (0.060000000000000005 * (-0.026586736692291005 + (0.9760546559365092 * x_9)))) + (0.060000000000000005 + (0.6 * (-0.036573688340500496 + (0.9921415214297146 * x_6)))))))))))))))),0.2948148642501922*x_3 + (0.009990856847101941*x_1 + 0.019868704225529787)*(-8.781483548263735*x_2 + 7.0349724017165152*x_4 - 70.0*sin(0.888580317882244*x_0 + 1.3987199585942718*x_1 - 0.76182455152000886) + 7.318657698520295 - 0.006/(0.059065298348977955*x_5 + 0.5952849128578287*x_6 + 0.058940217078191849*x_7 + 0.029742843273378359*x_8 + 0.058563279356190557*x_9 + 0.27439778727907899)) - 0.089997487715604891,9.58504319190979,,200
628_fri_c3_1000_5,ok,5,NoRef,0.009760496510266226,0.9771228978899037,33,33,33,((-0.4 + (0.4 * (0.07995654940232406 + (1.0305655132338056 * x_3)))) + ((-0.01 + (-0.5 * (0.04665711240912954 + (1.1089028168055421 * x_2)))) + (-0.01 + (1.6 * sin(((0.2 + (0.2 * (-0.011951282734320523 + (1.0307417971714052 * x_1)))) * ((4.0 + (-6.0 * (-0.006538880888095933 + (1.0173482172539636 * x_0)))) + (-3.0 + (-2.0 * sin((-0.7000000000000001 + (4.4 * (0.04995802988010866 + (1.124767200659096 * x_4)))))))))))))),-0.55445140840277105*x_2 + 0.41222620529352226*x_3 - 1.6*sin((0.20614835943428105*x_1 + 0.19760974345313591)*(6.1040893035237816*x_0 + 2.0*sin(4.948975682900023*x_4 - 0.480184668527522) - 1.039233285328576)) - 0.4113459364436352,5.014469623565674,,200
631_fri_c1_500_5,ok,5,NoRef,0.5805775479625808,0.6694927111944668,48,48,48,(((0.666 + (0.056100000000000004 * (-0.056521872297880936 + (0.9717229773807777 * x_4)))) * (((0.645 * (0.011619934130194394 + (1.0130552558033206 * x_3))) + (0.662 + (-0.24200000000000002 * (0.011619934130194394 + (1.0130552558033206 * x_3))))) + (-0.007019999999999999 + (0.3 * (-0.056521872297880936 + (0.9717229773807777 * x_4)))))) - (0.899 + (-1.59 * cos(((-0.057600000000000005 + (-0.11900000000000001 * (0.051813494666047274 + (0.9930497282225305 * x_1)))) * ((-0.062400000000000004 + (-0.0746 * (0.06765066243771634 + (0.9954469854695703 * x_0)))) * (-2.09 + (86.60000000000001 * sqrt((2.69 + (-0.778 * (0.04936468118293561 + (1.0271014528879046 * x_2))))))))))))),(0.054513659031061633*x_4 + 0.66282912296408892)*(0.4082612680887382*x_3 + 0.2915168932142333*x_4 + 0.6427062717651041) + 1.59*cos((-0.07426034511602994*x_0 - 0.067446739417853643)*(-0.11817291765848114*x_1 - 0.063765805865259631)*(86.60000000000001*sqrt(2.651594278039676 - 0.7990849303467898*x_2) - 2.09)) - 0.899,6.44593071937561,,200
634_fri_c2_100_10,ok,10,NoRef,0.253543297298508,0.8596465123348829,52,52,52,((0.02 + (0.009 * (-3.5942953176591e-09 + (1.0050378169186154 * x_1)))) * ((0.01 + (60.0 * sin((-2.0 * (-3.891699263916169e-09 + (1.005037812523656 * x_0)))))) + ((9.0 + (-0.01 * (-2.2277142980311373e-09 + (1.005037820890266 * x_8)))) + ((0.001 + (0.3 * (-2.040511411673613e-09 + (1.0050378188363487 * x_4)))) * ((0.030000000000000002 + (90.0 * (-6.053673205708496e-09 + (1.0050378214297475 * x_6)))) + ((0.003 + (0.01 * (1.3478607413557276e-09 + (1.0050378131397857 * x_5)))) + ((0.003 + (0.01 * (-4.972576454754833e-10 + (1.0050378191710638 * x_2)))) + ((0.003 + (0.001 * (2.620840332405153e-10 + (1.005037813903384 * x_7)))) + ((0.003 + (-0.001 * (8.096524631093754e-10 + (1.005037812430936 * x_3)))) + (0.02 + (0.01 * (-1.984350541638051e-09 + (1.0050378174665446 * x_9))))))))))))),(0.0090453403522675379*x_1 + 0.0199999999676513)*(-0.01005037820890266*x_8 + (0.3015113456509046*x_4 + 0.0009999993878465765)*(0.010050378191710638*x_2 - 0.001005037812430936*x_3 + 0.010050378131397857*x_5 + 90.453403928677275*x_6 + 0.001005037813903384*x_7 + 0.010050378174665446*x_9 + 0.061999455157526446) - 60.0*sin(2.010075625047312*x_0 - 7.783398527832338e-9) + 9.0100000000222771),5.587374210357666,,100
635_fri_c0_250_10,ok,10,NoRef,0.5498331317497234,0.6611058920333225,73,73,73,(((0.037000000000000005 + (0.3 * (0.05626701566663447 + (0.984972246146817 * x_4)))) + ((-0.00626 + (0.8550000000000001 * cos((0.9750000000000001 + (-1.31 * (0.0299533659358918 + (1.026432356260368 * x_1))))))) - (-0.5650000000000001 + (-0.008709999999999999 * (0.03710033285164021 + (0.9862754867919485 * x_2)))))) - (((-0.497 * (3.284185646600527e-05 + (1.0134618852695818 * x_3))) + (((6.99 + (0.09530000000000001 * (0.024595320138910946 + (1.0093932487757626 * x_5)))) * (-0.00069 + (-0.0698 * arctan(((0.00715 + (0.00667 * (0.044703616871696904 + (1.002732006634402 * x_7)))) + ((-0.0926 + (92.10000000000001 * (-0.0158002831059501 + (1.035825655276819 * x_0)))) - (0.736 + (-5.2700000000000005 * sqrt((9.44 + (0.030000000000000002 * inv((-9.450000000000001 + (4.07 * (0.023946984823668138 + (1.0075174426626203 * x_9)))))))))))))))) - (0.052000000000000005 + (0.015500000000000002 * (-0.029670791284983563 + (0.9968372944853446 * x_6)))))) + (0.9420000000000001 + (0.0007199999999999999 * (-0.030720025213037582 + (0.9964720662834899 * x_8)))))),0.00859045948995787*x_2 + 0.50369055697898215*x_3 + 0.295491673844045*x_4 + 0.015450978064522843*x_6 - 0.0007174598877241126*x_8 + (0.096195176608330186*x_5 + 6.9923439340092384)*(0.0698*atan(95.39954285099504*x_0 + 0.006688222484251461*x_7 + 5.2700000000000005*sqrt((38.709626161052003*x_9 - 88.257937685486817)/(4.1005959916368649*x_9 - 9.3525357717676717)) - 2.2763579009334702) + 0.00069) + 0.8550000000000001*cos(1.344626386701082*x_1 - 0.9357610906239818) - 0.27747820784497212,6.561420917510986,,200
641_fri_c1_500_10,ok,10,BFGS,0.0011452037502432955,0.9544106620651005,74,72,74,((-0.053102512922451016 + (-0.03375242708780559 * arctan(((-0.009429805232191954 + (-0.6919856205799718 * (-0.010538602807564558 + (1.0101551525364498 * x_2)))) + ((0.6270001947678082 + (0.6039974599870797 * (0.04604423538072993 + (0.9674549471240764 * x_9)))) + ((0.09740019476780806 + (-0.07006320924323635 * abs((0.8530000152627374 + (-9.059940418777813 * (((-0.9249796615458791 + (-5.719914898378307 * (0.06278172057161527 + (0.9810267998778318 * x_8)))) - ((-0.019820338454120692 + (5.3001592051137845 * (-0.0007699340761739147 + (1.0247051180741429 * x_4)))) + ((-0.7910203384541212 + (0.3435799730912677 * (-0.005068268617956794 + (1.0102445817775312 * x_6)))) - (-63.399979661545885 + (-0.0024758145874305766 * (0.06346169844205729 + (1.024410073610703 * x_5))))))))**2))))) - (0.06799980523219196 + (45.89999883132138 * (0.06346169844205729 + (1.024410073610703 * x_5)))))))))) * ((-0.7538515401097855 + (-7.9261397862798795 * (-0.041244311805811756 + (0.9881424498527619 * x_3)))) + ((-0.6340662362891619 + (0.4633979365403017 * abs((-1.2350420409030352 + (0.00805487804850231 + (0.9968997576834833 * x_1)))))) * ((-8.14412974553775 + (-0.04535270339448748 * (0.09722717144425294 + (1.0248389370748021 * x_7)))) + (4.565870254462406 + (-54.59741790173924 * (-0.00754624478365389 + (0.9836753950133191 * x_0)))))))),-(0.03375242708780559*atan(0.69901284010999129*x_2 + 47.02042118152512*x_5 - 0.5843403307148766*x_9 + 0.07006320924323635*Abs(9.059940418777813*(5.4311002640878759*x_4 + 0.0025362494037562092*x_5 + 0.34709980622272316*x_6 + 5.611389808329604*x_8 + 63.867559735649133)**2 - 0.8530000152627374) + 2.2308179424320206) - 0.053102512922451016)*(7.8321551862900467*x_3 + (0.4633979365403017*Abs(0.9968997576834833*x_1 - 1.2269871628545329) - 0.6340662362891619)*(53.70613662120061*x_0 + 0.046479216340275318*x_7 + 3.170663526101769) + 0.426943359348008),7.642066478729248,,200
646_fri_c3_500_10,ok,10,NoRef,0.6187685031864283,0.607148881387858,58,58,58,((0.01 + (0.4 * (-0.0010674995282084277 + (0.9888977016014616 * x_3)))) + ((0.02 + (0.008 * (-0.07566403615497733 + (1.0061982190189063 * x_1)))) * ((-0.3 + (60.0 * sin(((-0.006 + (-1.8 * (-0.07566403615497733 + (1.0061982190189063 * x_1)))) + (0.030000000000000002 + (-1.3 * (-0.08580614110746695 + (0.9764867799745204 * x_0)))))))) + ((0.001 + (-0.1 * (-0.07585884095525353 + (0.9394858417435231 * x_4)))) * ((-0.08 + (-90.0 * (-0.05721558898573879 + (0.9725279454163238 * x_2)))) + ((-0.02 + (-0.02 * (-0.08572351112350518 + (0.9977370817874324 * x_8)))) + ((-0.02 + (-0.02 * (-0.015303586236559374 + (0.9921594894841607 * x_5)))) + ((-0.02 + (-0.02 * (0.018198606053000926 + (0.9830177296829794 * x_7)))) + ((-0.02 + (-0.02 * (0.05178842670427133 + (1.0545913349620601 * x_9)))) + (-0.02 + (-0.02 * (0.05867666558860839 + (0.9957561638142012 * x_6))))))))))))),0.3955590806405847*x_3 + (0.0080495857521512506*x_1 + 0.01939468771076018)*((0.008585884095525353 - 0.09394858417435232*x_4)*(-87.52751508746914*x_2 - 0.01984318978968321*x_5 - 0.01991512327628402*x_6 - 0.01966035459365959*x_7 - 0.01995474163574865*x_8 - 0.021091826699241202*x_9 + 4.9688502766967748) - 60.0*sin(1.269432813966877*x_0 + 1.8111567942340314*x_1 - 0.27174324851866624) - 0.3) + 0.0095730001887166291,8.827163934707642,,200
647_fri_c1_250_10,ok,10,NoRef,0.3563073227978867,0.8098691239337736,60,60,60,((-0.2 + (0.3 * (0.012771660018394299 + (0.9916244828062031 * x_3)))) - ((0.02 + (0.008 * (-0.06563464502751039 + (0.9806987438418552 * x_1)))) * (((60.0 * sin((2.7 * (-0.06563464502751039 + (0.9806987438418552 * x_1))))) + (-0.3 + (7.0 * (-0.004478456272028574 + (1.0195182309979691 * x_6))))) + ((-0.3 + (-9.0 * (0.04259752720332055 + (1.0063005627788042 * x_4)))) + ((0.2 + (0.01 * (-0.01920572954524788 + (0.9843620950829046 * x_5)))) * ((-0.02 + (90.0 * (-0.0661680238763467 + (0.9883772642250066 * x_0)))) + ((-0.02 + (-0.01 * (-0.02629323549384153 + (0.9986094332148666 * x_2)))) + ((-0.3 + (0.001 * (0.0005549552017442876 + (1.0134782143162062 * x_7)))) + ((-0.3 + (0.001 * (-0.02713842520686745 + (0.9779645183370135 * x_8)))) + (-0.3 + (-20.0 * (0.0026619787194639703 + (0.9855581582449608 * x_9))))))))))))),0.2974873448418609*x_3 - (0.007845589950734842*x_1 + 0.01947492283977992)*(-9.0567050650092378*x_4 + 7.1366276169857837*x_6 + (0.009843620950829046*x_5 + 0.1998079427045475)*(88.95395378025059*x_0 - 0.009986094332148666*x_2 + 0.0010134782143162062*x_7 + 0.0009779645183370135*x_8 - 19.71116316489922*x_9 - 6.9481253743755484) + 60.0*sin(2.647886608373009*x_1 - 0.1772135415742781) - 1.014726938734085) - 0.19616850199448172,10.109776496887207,,200
649_fri_c0_500_5,ok,5,NoRef,0.2896357837589376,0.8172711695369781,45,45,45,((2.0 + (0.6 * (-0.06639078434904079 + (1.0571454595405074 * x_3)))) + (-0.1 + (-0.2 * sqrt((0.01 + (0.9 * abs((((90.0 + (-70.0 * (0.05231147534006627 + (1.0066634887399533 * x_1)))) + (0.01 + (-40.0 * (0.007078065159054314 + (1.0130563010908327 * x_4))))) - ((0.9 + (0.9 * (-0.08932909934794814 + (1.0023846504648501 * x_0)))) * (-90.0 + (0.8 * abs((0.01 + (99.8 * (-0.021789259863661356 + (1.0063983944922867 * x_2)))))))))))))))),0.63428727572430442*x_3 - 0.2*sqrt(0.9*Abs(70.466444211796731*x_1 + 40.522252043633308*x_4 + (0.90214618541836511*x_0 + 0.8196038105868467)*(0.8*Abs(100.43855977033021*x_2 - 2.1645681343934033) - 90.0) - 86.06507411983319) + 0.01) + 1.860165529390576,6.107235908508301,,200
