dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,expr,expr_simplified,seconds,error,rows
first_principles_hubble,ok,1,NoRef,0.5452264653052565,226.82342587375814,74,74,74,(0.00792 + (-44.800000000000004 * inv((-0.00904 + (0.031100000000000003 * inv((((0.004399999999999999 + cos((16.6 + (0.38 * sqrt((-0.771 + (4.12 * (((-0.0072699999999999996 + (0.00639 * arctan((-64.6 + (0.00324 * (-1.4730662843564242 + (1.6521438540845628 * x_0))))))) - (0.772 + (-52.800000000000004 * arctan((((64.2 + (-1.4730662843564242 + (1.6521438540845628 * x_0))) * (-0.00449 + (0.7200000000000001 * (-1.4730662843564242 + (1.6521438540845628 * x_0))))) * (-2.58 + (0.318 * (-1.4730662843564242 + (1.6521438540845628 * x_0))))))))))**2))))))) - (1.68 + (1.17 * (-1.4730662843564242 + (1.6521438540845628 * x_0))))) * (0.225 + (0.0047599999999999995 * (-1.4730662843564242 + (1.6521438540845628 * x_0))))))))))),0.00792 + 44.800000000000004/(0.00904 - 0.031100000000000003/((0.0078642047454425181*x_0 + 0.21798820448646343)*(-1.9330083092789384*x_0 + cos(0.38*sqrt(4.12*(52.800000000000004*atan((0.52538174559889098*x_0 - 3.048435078425343)*(1.1895435749408854*x_0 - 1.0650977247366256)*(1.6521438540845628*x_0 + 62.726933715643579)) + 0.00639*atan(0.0053529460872339832*x_0 - 64.604772734761309) - 0.77927000000000002)**2 - 0.771) + 16.6) + 0.047887552697016269))),8.310592412948608,,32
first_principles_ideal_gas,ok,3,NoRef,0.8481080410782547,0.5233275897807098,70,70,70,(-0.00146 + (3.41 * sqrt(((-0.007809999999999999 + (-7.17 * abs((0.033800000000000004 * (-1.6525414953354425 + (0.03695931216347938 * x_0)))))) + ((-0.0093 + (-0.9740000000000001 * (-1.7269481113159797 + (0.03158325643002412 * x_2)))) - ((0.32 + (-0.87 * (-1.6525414953354425 + (0.03695931216347938 * x_0)))) + (-23.0 + (6.23 * (((0.927 + (-0.0055 * cos(((-1.31 + (-45.9 * (-14.525050446141405 + (0.04080730581327434 * x_1)))) * (((0.006549999999999999 * (-1.7269481113159797 + (0.03158325643002412 * x_2))) + (0.5700000000000001 + (64.3 * (-14.525050446141405 + (0.04080730581327434 * x_1))))) + (0.00566 + (-41.4 * (-1.6525414953354425 + (0.03695931216347938 * x_0))))))))) + (0.48100000000000004 + (-6.29 * exp((-6.07 + (98.9 * ((-0.00123 + (-0.111 * (-1.7269481113159797 + (0.03158325643002412 * x_2)))))**3)))))))**3)))))))),3.41*sqrt(0.03215460158222706*x_0 - 0.0307620917628435*x_2 - 6.23*(-0.0145372794946874*exp(98.9*(0.19046124035607375 - 0.003505741463732677*x_2)**3) - 0.0055*cos((665.38981547789047 - 1.873055336829292*x_1)*(-1.530115523568046*x_0 + 2.62390976379354*x_1 + 0.000206870329616658*x_2 - 864.9811772901341)) + 1.4080000000000001)**3 - 7.17*Abs(0.0012492247511256032*x_0 - 0.055855902542337963) + 22.907226359479929) - 0.00146,7.467603445053101,,30
first_principles_kepler,ok,1,NoRef,0.9998125382652291,53.045114132124084,17,17,17,((5.3100000000000005 + (-0.0918 * (-0.9263602581597056 + (0.3029466151936684 * x_0)))) * ((-5.95 + (-2.24 * (-0.9263602581597056 + (0.3029466151936684 * x_0)))) * (((0.36300000000000004 * (-0.9263602581597056 + (0.3029466151936684 * x_0))) + (-61.4 + (6.99 * (-0.9263602581597056 + (0.3029466151936684 * x_0))))) + (-0.00094 + (-79.9 * (-0.9263602581597056 + (0.3029466151936684 * x_0))))))),-0.41477108338979254*x_0**3 + 78.203749993344492*x_0**2 + 438.83647481657613*x_0 - 121.32977051029234,7.49850869178772,,6
first_principles_leavitt,ok,1,NoRef,0.859124424497643,0.37059084156035516,14,14,14,((14.0 + (-1.0 * (-1.7400037114235716 + (2.09864284243919 * x_0)))) + (-0.3 + (0.3 * sin((0.3 + (30.0 * (-1.7400037114235716 + (2.09864284243919 * x_0)))))))),-2.09864284243919*x_0 + 0.3*sin(62.9592852731757*x_0 - 51.900111342707148) + 15.440003711423572,4.807979345321655,,26
first_principles_newton,ok,3,BFGS,6.995143177923602e-06,10.873880275657829,98,98,98,(((-1.9419127215199974 + inv(((-0.21881965178938417 + (-1.0363592368464745 * sqrt((54.39949127776323 + (-0.27162048092758545 + (5.186968952067431e-30 * x_1)))))) * ((23.56733979898838 + (-3.9284530275577048 * (-0.2899960593046727 + (2.629351402398742e-30 * x_2)))) * (28.196578462380845 + (-0.03521234502700371 * (-0.2899960593046727 + (2.629351402398742e-30 * x_2)))))))) - (-2.9440872784796883 + (-6.841859207009363e-05 * (-0.2899960593046727 + (2.629351402398742e-30 * x_2))))) * ((-4.285384496259508 + (75.43529912750462 * inv((((10.468988016574807 + (-4.049808989048506 * inv((4.171209917596448 + (-32.002001012348835 * ((-13.28855880191369 + (9.458834300798625 * (-0.613759874811038 + (7.12682274600027e-13 * x_0)))))**2))))) + (10.47880801657478 + (23.95849686885688 * sqrt((27.614385523164405 + (0.014703334681017562 * (-0.27162048092758545 + (5.186968952067431e-30 * x_1)))))))) - (-9.675408016574782 + (-0.0005446936924480294 * sin((-16.04233182278042 + (78.64945392113619 * (-0.613759874811038 + (7.12682274600027e-13 * x_0))))))))))) * (-9.273257775760433 + (75.21497872577469 * inv((-27.840776161328733 + (4.936232925831576e-05 * (-0.613759874811038 + (7.12682274600027e-13 * x_0))))))))),(-9.273257775760433 + 75.21497872577469/(3.517965709537194e-17*x_0 - 27.840806457945759))*(-4.285384496259508 + 75.43529912750462/(23.95849686885688*sqrt(7.6265740482294378e-32*x_1 + 27.610391796327108) + 0.0005446936924480294*sin(5.605207171656535e-11*x_0 - 64.31421081537347) + 30.623204049724369 - 4.049808989048506/(4.171209917596448 - 32.002001012348835*(6.74114354455792e-12*x_0 - 19.09401175823021)**2)))*(1.798965210096481e-34*x_2 + 1.0021547158376074 + 1/((24.706575696143625 - 1.0329283477266435e-29*x_2)*(28.206789903677553 - 9.258562877850057e-32*x_2)*(-1.0363592368464745*sqrt(5.186968952067431e-30*x_1 + 54.127870796835644) - 0.21881965178938417))),6.6069512367248535,,30
first_principles_planck,ok,2,NoRef,0.7091431023547108,107.19874744585655,39,37,39,((-14.200000000000001 + (8.1 * cos(((-0.548 + (16.1 * (-0.34842883289438253 + (6.020477322376928e-16 * x_0)))) - (-0.7030000000000001 + (-9.6 * (-0.34842883289438253 + (6.020477322376928e-16 * x_0)))))))) - (12.0 + (5.61 * abs((((-14.9 + (-0.34842883289438253 + (6.020477322376928e-16 * x_0))) * (-0.08720000000000001 + (-0.42900000000000005 * (-0.34842883289438253 + (6.020477322376928e-16 * x_0))))) * (-0.234 + (-0.008199999999999999 * inv((-0.0086 + (-0.0094 * (-0.9222249154556069 + (0.0006349597364519323 * x_1)))))))))))),8.1*cos(1.547262671850871e-14*x_0 - 8.7996210053856313) - 5.61*Abs((2.5827847712997024e-16*x_0 - 0.062275969311690113)*(6.020477322376928e-16*x_0 - 15.248428832894383)*(1.39665743629967e-6*x_1 - 0.008216125924036152)/(5.968621522648164e-6*x_1 - 6.891420528270533e-5)) - 26.200000000000001,7.856385946273804,,100
first_principles_rydberg,ok,2,NoRef,0.9779125052725078,0.24269062119462673,33,23,33,(-3.0 + (-9.0 * inv(((0.9 + (0.16 * (-1.95961510923864 + (0.5974436308654391 * x_0)))) + ((0.001 + (0.0007 * (-1.95961510923864 + (0.5974436308654391 * x_0)))) * (0.01 + (-46.7 * (-3.60108467081408 + (0.6407623969420071 * x_1))))))))),(-0.03754309982811187*x_0*x_1 + 0.4977777101656477*x_0 + 0.03337055562463173*x_1 + 10.57183107303773)/(0.01251436660937062*x_0*x_1 - 0.1659259033885492*x_0 - 0.01112351854154391*x_1 - 0.5239436910125761),5.279313087463379,,50
first_principles_schechter,ok,1,NoRef,0.8938289817667584,1.6221395613644582,39,33,39,((-9.0 + (-0.00775 * inv((0.039900000000000005 + (0.08620000000000001 * (-0.5152265363826667 + (1.6261733659552068e-09 * x_0))))))) - (2.13 + (21.1 * arctan((((-0.0694 + log((8.93 + (-0.06760000000000001 * (-0.5152265363826667 + (1.6261733659552068e-09 * x_0)))))) - (0.00615 + (-0.508 * (-0.5152265363826667 + (1.6261733659552068e-09 * x_0))))) * (0.466 + (0.222 * (-0.5152265363826667 + (1.6261733659552068e-09 * x_0))))))))),((1.4017614414533884e-10*x_0 - 0.0045125274361858691)*(-21.1*atan((3.6101048724205591e-10*x_0 + 0.351619708923048)*(8.2609606990524507e-10*x_0 + log(8.964829313859468 - 1.09929319538572e-10*x_0) - 0.3372850804823947)) - 11.13) - 0.00775)/(1.4017614414533884e-10*x_0 - 0.0045125274361858691),6.266825914382935,,27
first_principles_supernovae_zg,ok,1,NoRef,0.8421659653604394,0.1154537215951751,48,48,48,(-0.007489999999999999 + (0.647 * inv((0.682 + (6.54 * (((0.773 + (0.87 * (-1.0690083287768268 + (0.03814143456527167 * x_0)))) - (-0.00229 + (-0.00677 * inv((-0.0616 + (0.22 * abs((0.012 + (0.73 * cos((6.79 + (-0.08320000000000001 * tan((0.0086 + (74.10000000000001 * inv((-0.0189 + (-0.5940000000000001 * (-1.0690083287768268 + (0.03814143456527167 * x_0)))))))))))))))))))))**2))))),-0.007489999999999999 + 0.647/(6.54*(0.03318304807178635*x_0 - 0.15474724603583929 + 0.00677/(0.22*Abs(0.73*cos(0.08320000000000001*tan(0.0086 - 74.10000000000001/(0.02265601213177138*x_0 - 0.61609094729343522)) - 6.79) + 0.012) - 0.0616))**2 + 0.682),5.923935890197754,,200
first_principles_supernovae_zr,ok,1,BFGS,0.0006287372057679486,0.21929549168379545,68,68,68,(0.2613495344464823 + (-9.45589356044689 * inv((((-9.030389525653394 + (0.03318551525404829 * (-1.6026515238622114 + (0.046431321645507846 * x_0)))) - ((1.16672277895901 + (0.9515498966685323 * arctan(((0.031192866870177402 + (-0.369002304471211 * (-1.6026515238622114 + (0.046431321645507846 * x_0)))) - (-46.19999286687018 + (0.025502304471211004 * (-1.6026515238622114 + (0.046431321645507846 * x_0)))))))) * ((0.42345658770691635 + (-1.298062966469637 * (-1.6026515238622114 + (0.046431321645507846 * x_0)))) * (-25.89997385983735 + (0.6715141658316294 * ((19.532319873794233 + (1.1480865200430472 * ((-4.10377036143964 + (-0.4666500109743342 * (-1.6026515238622114 + (0.046431321645507846 * x_0)))))**2)))**3))))) - (0.04108952565339297 + (0.9464040638039424 * cos((60.30002448695105 + (-0.10875309539500655 * abs((3.6000990709871075 + (1.007139042499117 * ((71.40694006944246 + (-39.0996974608439 * abs((0.2722100789847257 + (0.05413945053891506 * (-1.6026515238622114 + (0.046431321645507846 * x_0))))))))**2)))))))))))),0.2613495344464823 - 9.45589356044689/(0.0015408473327326232*x_0 - (1.16672277895901 - 0.9515498966685323*atan(0.018317370388440888*x_0 - 46.863439146432596))*(2.5037991789885827 - 0.060270779112273782*x_0)*(0.6715141658316294*(1.1480865200430472*(-0.021667176755429077*x_0 - 3.3558930102413055)**2 + 19.532319873794233)**3 - 25.89997385983735) - 0.9464040638039424*cos(0.10952948836494203*(39.0996974608439*Abs(0.0025137662416834282*x_0 + 0.18544340607747066) - 71.40694006944246)**2 - 59.908502569252514) - 9.12466386789884),5.904153347015381,,200
first_principles_tully_fisher,ok,1,NoRef,0.8639986377365788,0.5237527143766844,42,42,42,(-2.48 + (-5.5200000000000005 * log(((-0.00215 + (4.62 * (-2.139304033980945 + (0.006687978646939128 * x_0)))) - (-0.00203 + (18.2 * inv((-0.902 + (-0.08 * cos((0.7100000000000001 + (-2.5500000000000003 * sin((-0.0036 + (0.00643 * ((0.222 + (-4.41 * inv((0.060700000000000004 + (-0.0942 * (-2.139304033980945 + (0.006687978646939128 * x_0))))))))**2))))))))))))))),-5.5200000000000005*log(0.03089846134885877*x_0 - 9.883704636991966 - 18.2/(-0.08*cos(2.5500000000000003*sin(0.00643*(0.222 - 4.41/(0.26222244000100503 - 0.0006300075885416659*x_0))**2 - 0.0036) - 0.7100000000000001) - 0.902)) - 2.48,7.2648093700408936,,18
nikuradse_1,ok,2,NoRef,0.6361503736940572,0.0557618152673774,24,24,24,((0.3 + (0.060000000000000005 * abs(((0.02 + (-0.01 * (-8.043667186640068 + (1.6172840179308134 * x_1)))) * ((-0.01 + (-90.0 * (-1.3445265834704199 + (0.005918071145166688 * x_0)))) + (0.01 + (58.6 * (-8.043667186640068 + (1.6172840179308134 * x_1))))))))) + (-0.001 + (-0.13 * (-1.3445265834704199 + (0.005918071145166688 * x_0))))),-0.0007693492488716695*x_0 + 0.060000000000000005*Abs((0.016172840179308134*x_1 - 0.1004366718664007)*(0.5326264030650019*x_0 - 94.772843450745668*x_1 + 350.35150462477021)) + 0.47378845585115458,5.6568708419799805,,200
nikuradse_2,ok,1,NoRef,0.8403218147899383,0.12598381559113433,31,33,31,(2.17 + (-0.01 * abs(((9.0 + (-7.0 * sin((-95.7 * (-1.9879774008876716 + (1.6574136973190292 * x_0)))))) + ((0.1 + (-0.04 * (-1.9879774008876716 + (1.6574136973190292 * x_0)))) * ((6.0 + (0.05 * (-1.9879774008876716 + (1.6574136973190292 * x_0)))) * (-0.001 + (80.0 * (-1.9879774008876716 + (1.6574136973190292 * x_0)))))))))),2.17 - 0.01*Abs(0.72847181547613257*x_0**3 + 49.02268686745245*x_0**2 - 200.30041984961317*x_0 - 7.0*sin(158.6144908334311*x_0 - 190.24943726495018) + 159.46553737342991),9.207088232040405,,200
solar_flare,ok,10,BFGS,nan,nan,1,1,1,(0.5789909426719689 + (-63.26927537739731 * inv((((0.03263844763793851 * (-1.3712047854703497 + (1.257986041715917 * x_2))) * (0.0281076233615941 + (-0.7035718089934434 * ((-0.9354117056640834 + (-0.039920434033097155 * (-1.4326457214253776 + (0.7744030926623663 * x_1)))))**2))) + ((-0.9397583998554094 + (-0.7562444721844579 * (((((((-95.8999561342851 * cos(((0.4426961191842598 + (56.557078839914425 * (-0.5233405681948146 + (2.4341421776503003 * x_3)))) * (-0.08674763821191864 + (5.086905753064331 * (-1.1997483391631258 + (0.4751478570943073 * x_0))))))) * ((-0.4474853881859658 + (0.24081663687604513 * inv((-0.17698601984123719 + (6.876743197885873 * (-2.207994968177486 + (1.5549260339278073 * x_4))))))) - ((-0.2916169250256443 + (6.5600000000000005 * (nan + (inf * x_9)))) * (-0.029607019684703563 + (0.7568111063951528 * inv((9.190344814324607 + (-0.08088498869405945 * (-1.3712047854703497 + (1.257986041715917 * x_2)))))))))) + ((0.6988921949753859 + (-0.26368562361474696 * (-1.4326457214253776 + (0.7744030926623663 * x_1)))) - (0.21210780502459622 + (-0.8914907245019779 * (-0.20412414523193148 + (5.103103630798286 * x_8)))))) + (8.345892194975407 + (-0.0994239682695871 * (-0.7418811204628575 + (2.0898059731348098 * x_6))))) - (0.16590780502461944 + (17.850723968269577 * (-0.7418811204628575 + (2.0898059731348098 * x_6))))) - ((-9.78589219497542 + (87.44803518978595 * (-3.0 + (3.3333333333333335 * x_7)))) + (0.1157078050246024 + (-0.24007975663120412 * (-0.17223278830124386 + (3.1315052418407974 * x_5)))))))**2)) * (-71.32725396737631 + (-0.06641114714551899 * (-0.20412414523193148 + (5.103103630798286 * x_8))))))))),nan,11.120661497116089,,200
strogatz_bacres1,ok,2,NoRef,0.9475164575337229,0.5617396236358696,15,21,15,(((-0.05550000000000001 * (-3.1009340740058042 + (0.07848210426397985 * x_1))) * (40.6 + (-8.56 * (-6.2652814930864 + (0.45765203318264863 * x_0))))) + ((0.0352 + (-0.9400000000000001 * (-6.2652814930864 + (0.45765203318264863 * x_0)))) + (0.859 + (0.789 * (-3.1009340740058042 + (0.07848210426397985 * x_1)))))),0.017063683327376716*x_0*x_1 - 1.104402115368091*x_0 - 0.34852410807898185*x_1 + 20.554223437003182,5.959680557250977,,200
strogatz_bacres2,ok,2,NoRef,0.9831900573054454,0.27641498757357774,21,29,21,((((0.00891 + (-3.1009340740058042 + (0.07848210426397985 * x_1))) + ((0.9840000000000001 + (-0.635 * (-6.2652814930864 + (0.45765203318264863 * x_0)))) - (0.047400000000000005 + (0.09000000000000001 * (-3.1009340740058042 + (0.07848210426397985 * x_1)))))) * ((-0.508 + (0.061900000000000004 * (-6.2652814930864 + (0.45765203318264863 * x_0)))) - (0.24700000000000003 + (-0.343 * (-6.2652814930864 + (0.45765203318264863 * x_0)))))) - ((0.061900000000000004 + (-0.013600000000000001 * (-3.1009340740058042 + (0.07848210426397985 * x_1)))) * (-82.5 + (-0.937 * (-6.2652814930864 + (0.45765203318264863 * x_0)))))),-0.053850816713644118*x_0**2 + 0.01277642032025021*x_0*x_1 + 1.3907875496482763*x_0 - 0.31688794726980687*x_1 + 1.0552678307719981,4.665559530258179,,200
strogatz_barmag1,ok,2,NoRef,0.664195355417766,0.1432083764499027,43,27,43,((-0.29500000000000004 + (0.34500000000000003 * inv(((-2.43 + (9.32 * (-1.2538429920116652 + (0.3484404828044345 * x_1)))) - ((0.00214 + (0.0117 * (-1.2538429920116652 + (0.3484404828044345 * x_1)))) - (5.6000000000000005 + (0.322 * inv((-0.048100000000000004 + (-0.0308 * (-15.844310416841397 + (2.7805581875467364 * x_0)))))))))))) * (-0.619 + (0.899 * (-15.844310416841397 + (2.7805581875467364 * x_0))))),-(2.4997218106045161*x_0 - 14.863035064740416)*(-0.029546211300871625*x_0 + 0.29500000000000004*(0.085641192176439484*x_0 - 0.43990476083871504)*(3.243388546088518*x_1 - 8.5032867225421832) + 0.056777142489356687)/((0.085641192176439484*x_0 - 0.43990476083871504)*(3.243388546088518*x_1 - 8.5032867225421832) - 0.322),6.783701658248901,,200
strogatz_barmag2,ok,2,NoRef,0.7097553141654034,0.20371439740587505,20,20,20,((0.003 + (-0.003 * (-15.844310416841397 + (2.7805581875467364 * x_0)))) * ((-60.0 + (70.0 * (-1.2538429920116652 + (0.3484404828044345 * x_1)))) + (0.001 + (-63.7 * sin((0.030000000000000002 + (-3.0 * (-1.2538429920116652 + (0.3484404828044345 * x_1))))))))),(0.050532931250524192 - 0.0083416745626402094*x_0)*(24.39083379631042*x_1 + 63.7*sin(1.045321448413303*x_1 - 3.7915289760349956) - 147.76800944081656),8.930555820465088,,200
strogatz_glider1,ok,2,NoRef,0.9844270833506379,0.0982972493550622,58,58,58,((0.47900000000000004 + (-1.32 * (((4.0600000000000005 + (1.8900000000000001 * (-1.8084175385794719 + (0.8984434651839722 * x_0)))) * (-0.09820000000000001 + (0.0094 * inv((-0.5770000000000001 + (0.0887 * (((0.09910000000000001 + (0.06670000000000001 * (-1.8084175385794719 + (0.8984434651839722 * x_0)))) + (0.005 + (0.00996 * ((0.0955 + (-0.0942 * (-1.836876920436821 + (0.13306474919016115 * x_1)))))**2))))**3)))))))**2)) - ((0.53 + (-0.0058 * (-1.8084175385794719 + (0.8984434651839722 * x_0)))) + ((-0.0786 + (-0.0039499999999999995 * (-1.8084175385794719 + (0.8984434651839722 * x_0)))) + (-0.049300000000000004 + (1.01 * cos(((0.014900000000000002 + (-7.58 * (-1.836876920436821 + (0.13306474919016115 * x_1)))) + (0.45 + (-0.004739999999999999 * (-1.8084175385794719 + (0.8984434651839722 * x_0))))))))))),0.0087598237855437281*x_0 - 1.32*(-0.09820000000000001 + 0.0094/(0.0887*(0.05992617912777095*x_0 + 0.00996*(0.2685338059051486 - 0.012534699373713181*x_1)**2 - 0.016521449823250783)**3 - 0.5770000000000001))**2*(1.6980581491977075*x_0 + 0.64209085208479843)**2 - 1.01*cos(0.004258622024972027*x_0 + 1.0086307988614215*x_1 - 14.39699895604397) + 0.059267928998850171,4.790060043334961,,200
strogatz_glider2,ok,2,NoRef,0.4819342479937767,0.7623646322355598,18,18,18,((2.0 + (0.9 * (-1.8084175385794719 + (0.8984434651839722 * x_0)))) + (0.1 + (-0.8 * sin(((0.7000000000000001 + (-2.0 * (-1.8084175385794719 + (0.8984434651839722 * x_0)))) + (0.030000000000000002 + (-2.0 * (-1.836876920436821 + (0.13306474919016115 * x_1))))))))),0.808599118665575*x_0 + 0.8*sin(1.796886930367944*x_0 + 0.2661294983803223*x_1 - 8.0205889180325859) + 0.47242421527847525,7.140979528427124,,200
strogatz_lv1,ok,2,NoRef,0.21893475660221184,0.8506050773472927,78,54,78,((0.027700000000000002 + (-0.0323 * ((-8.290000000000001 + (1.0 * (((((-0.00224 * (-1.0185100736451067 + (0.7243342361165919 * x_0))) * (-0.48000000000000004 + (-0.014600000000000002 * inv((0.00178 + (-0.00615 * (-1.1210540200500059 + (1.0527256234139701 * x_1)))))))) + (-0.8520000000000001 + (-7.79 * arctan(((0.07310000000000001 + (3.34 * (-1.0185100736451067 + (0.7243342361165919 * x_0)))) + (-0.006529999999999999 + (2.9 * (-1.1210540200500059 + (1.0527256234139701 * x_1))))))))) + (-0.797 + (0.0012599999999999998 * (-1.0185100736451067 + (0.7243342361165919 * x_0))))))**2)))**2)) * (0.00615 + (0.00514 * (-1.1210540200500059 + (1.0527256234139701 * x_1))))),(0.0054110097043478059*x_1 + 0.0003877823369429702)*(0.027700000000000002*(0.0064742625839959162*x_1 - 0.0086744822233075363)**4 - 0.0323*(8.290000000000001*(0.0086744822233075363 - 0.0064742625839959162*x_1)**2 - 1.0*((0.0086744822233075363 - 0.0064742625839959162*x_1)*(0.00091266113750690564*x_0 - 7.79*atan(2.419276348629417*x_0 + 3.0529043079005132*x_1 - 6.5863103041196732) - 1.650283322692793) + (0.01876375146718762 - 0.00310764604031804*x_1)*(0.001622508688901166*x_0 - 0.0022814625649650388))**2)**2)/(0.0064742625839959162*x_1 - 0.0086744822233075363)**4,11.256073474884033,,200
strogatz_lv2,ok,2,NoRef,0.6845772464514475,0.3078573680200708,38,38,38,((0.009349999999999999 + (0.008459999999999999 * (-1.0185100736451067 + (0.7243342361165919 * x_0)))) * (-0.0052899999999999996 + (54.2 * ((((5.99 + (-1.0185100736451067 + (0.7243342361165919 * x_0))) * (0.0864 + (0.111 * cos((-0.0699 + (6.16 * (-1.1210540200500059 + (1.0527256234139701 * x_1)))))))) * (-0.903 + (-0.5820000000000001 * (-1.1210540200500059 + (1.0527256234139701 * x_1))))))**3))),(0.006127867637546367*x_0 + 0.00073340477696239728)*(54.2*(0.7243342361165919*x_0 + 4.9714899263548935)**3*(-0.6126863128269307*x_1 - 0.25054656033089648)**3*(0.111*cos(6.484789840230056*x_1 - 6.9755927635080365) + 0.0864)**3 - 0.0052899999999999996),11.28264307975769,,200
strogatz_predprey1,ok,2,NoRef,0.8704824999647165,0.9072827538731215,40,38,40,((0.052500000000000005 + (0.439 * (-1.8083916054835167 + (0.37798488323581947 * x_1)))) * (-0.004569999999999999 + (-0.5730000000000001 * abs(((-0.0558 + (-0.0707 * (-0.7749611889583518 + (0.8276419259871193 * x_0)))) * ((((-0.639 * (-0.7749611889583518 + (0.8276419259871193 * x_0))) + (69.60000000000001 + (-0.0315 * (-1.8083916054835167 + (0.37798488323581947 * x_1))))) + ((0.00724 + (0.642 * (-1.8083916054835167 + (0.37798488323581947 * x_1)))) * (-98.2 + (-0.0645 * (-0.7749611889583518 + (0.8276419259871193 * x_0)))))) - (0.0105 + (-0.8 * (-1.8083916054835167 + (0.37798488323581947 * x_1)))))))))),-(0.16593536374052475*x_1 - 0.74138391480726383)*(0.5730000000000001*Abs((0.05851428416728933*x_0 + 0.001010243940644531)*(0.5288631907057692*x_0 - 0.29048138276672728*x_1 + (0.0533829042261692*x_0 + 98.15001500331219)*(0.24266629503739611*x_1 - 1.1537474107204177) - 68.694951250930314)) + 0.004569999999999999),10.896435737609863,,200
